id,thoroughfare_id,cenu2016_ettlement_geogid,census2016_small_area_geogid,local_authority_id,post_county_name,eircode_area_code,postal_address,new_home_ind,sold_date,sold_price,lat,lon,building_property_subtype_code,building_shape_area_value,sqm_value,yoc_value,storey_value,beds_value,baths_value,house_number,road,city_district,city,district,county,state_district,postcode,country,country_code,locality,village,municipality,suburb,town,residential,craft,amenity,building,commercial,neighbourhood,place,region,tourism,quarter,shop,leisure,historic,office
542816,1200005765,35001.0,A268115004,29,dublin,D04,5a bath avenue gardens dublin 4 d04 f8k3,0,19/11/2019,827000,53.338023,-6.230536,dend-terraceached,73.69249599999999,137.48,2001.0,2.0,4.0,,,Bath Avenue Gardens,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 CX95,Ireland,ie,Beggarsbush,,,,,,,,6,,,,,,,,,,
478325,1200006026,35001.0,A267139003,26,dublin,D24,apartment 19 moynihan court main road tallaght dublin 24 d24 n242,0,23/05/2014,75000,53.287696999999994,-6.351013,multi-family,,43.0,1998.0,1.0,2.0,1.0,,Moynihan Court,Tallaght-Glenview ED,,Dublin 24,County Dublin,Leinster,D24 Y201,Ireland,ie,Tallaght,,South Dublin,,,Glenview Park,,,,,,,,,,,,,
564657,1200013695,35001.0,A268149002,29,dublin,D08,apartment 68 pier 19 bridgefoot street dublin 8 d08 c2r9,0,07/12/2015,186000,53.34573,-6.281593,multi-family,,,2018.0,1.0,1.0,,9,Island Street,Ushers B ED,Dublin,Dublin 8,County Dublin,Leinster,D08 R596,Ireland,ie,,,,,,,,Mendicity Institution,,,,,,,,,,,
1285218,1200012302,35001.0,A268149003,29,dublin,D08,apartment 49 joyce house east viking harbour apartments usher's island dublin 8 d08 y446,0,29/02/2016,195000,53.346292000000005,-6.2832870000000005,multi-family,,,1994.0,1.0,,,15,Usher's Island,Ushers B ED,Dublin,Dublin 8,County Dublin,Leinster,D08 R596,Ireland,ie,,,,,,,,,James Joyce House,,,,,,,,,,
1101759,1200008215,35001.0,A268082002,29,dublin,D07,9 temple cottages dublin 7 d07 f29y,0,11/08/2014,235000,53.353767000000005,-6.271236,mid-terrace,,50.1,1910.0,2.0,,,7,Temple Cottages,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D01 HH34,Ireland,ie,,,,,,,,,,,,,,,,,,,
463091,1200012315,35001.0,A268143029,29,dublin,D04,apartment 215 the camden charlotte quay dock ringsend road dublin 4 d04 a449,0,07/04/2017,440000,53.34281899999999,-6.236223000000001,multi-family,,,1997.0,1.0,,,,Ringsend Road,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,The Camden,,,,,,,,,,
1777430,1200016797,4009.0,A267005006,27,dublin,D13,90 drumnigh wood portmarnock co. dublin d13 hw27,0,26/06/2019,810000,53.417182,-6.155816000000001,dend-terraceached,100.031239,204.0,,,5.0,4.0,,Drummigh Wood,Malahide ED,,,County Dublin,Leinster,D13 X8X9,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,,,,,,,,,,,,,,
657806,1200040893,35001.0,A267095026,27,dublin,D13,18 thormanby lodge howth co. dublin d13 w3k0,0,02/08/2012,570000,53.376619999999996,-6.054061,dend-terraceached,105.426099,191.16,2000.0,2.0,5.0,,,Thormanby Lodge,Howth ED,,Dublin 13,County Dublin,Leinster,D13 YA32,Ireland,ie,Howth,,Fingal,,,,,,Carna,,,,,,,,,,
1627107,1200010512,35001.0,A268003010,29,dublin,D07,flat 39 blackhall parade blackhall street dublin 7 d07 kc44,0,17/10/2019,290000,53.348808,-6.280304,multi-family,,,1970.0,1.0,,,,Blackhall Street,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 Y683,Ireland,ie,,,,,,,,,,,,,,,Smithfield,,,,
1124772,1200009765,35001.0,A267043002,28,dublin,D14,apartment 1 119 braemor road dublin 14 d14 e0c9,0,24/04/2014,115000,53.300514,-6.263516,multi-family,,,,1.0,,,,Braemor Road,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,Churchtown Pharmacy,,,
736288,1200007721,35001.0,A267144004,26,dublin,D24,7 westpark tallaght dublin 24 d24 eey8,0,21/12/2018,242000,53.287397,-6.363702,semi-dend-terraceached,51.695595000000004,91.08,1966.0,2.0,3.0,,,,Tallaght-Kingswood ED,,Dublin 24,County Dublin,Leinster,DUBLIN 24,Ireland,ie,Tallaght,,South Dublin,,,Westpark,,,,,,,,,,,,,
1273467,1200008423,35001.0,A268143013,29,dublin,D04,apartment 165 the berkeley block pembroke square grand canal street upper dublin 4 d04 pd26,0,18/08/2017,450000,53.338529,-6.237585,multi-family,,63.0,1997.0,1.0,,,"1,2",Barrow Street,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,Pembroke Square,,,,,,,,,,
1086912,1200007243,35001.0,A267045002,28,dublin,D14,54 orwell gardens dublin 14 d14 pt93,0,15/06/2017,410000,53.305981,-6.261638,semi-dend-terraceached,49.881577,76.86,1940.0,1.0,2.0,,54,Orwell Gardens,Churchtown-Orwell ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
1634704,1200005133,35001.0,A268005006,29,dublin,D07,56 murtagh road dublin 7 d07 xrn2,0,30/09/2019,384000,53.35173399999999,-6.287446,mid-terrace,43.882415,65.0,,2.0,2.0,1.0,1,Provost Row,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 DXT8,Ireland,ie,Grangegorman West,,,,,Palatine Square,,,,,,,,,,,,,
1185259,1200012087,35001.0,A268138016,29,dublin,D01,penthouse apartment 35 o'connell street upper dublin 1 d01 x898,0,08/05/2015,450000,53.352554000000005,-6.260972,multi-family,,,,1.0,,,77–78,Parnell Street,Rotunda A ED,Dublin,Dublin 1,County Dublin,Leinster,D01 T2X2,Ireland,ie,,,,,,,,,,,,,,,,,,,
932777,1200010511,35001.0,A268003013,29,dublin,D07,apartment 10 blackhall view blackhall place dublin 7 d07 x201,0,28/02/2014,82000,53.34993000000001,-6.282369,multi-family,,,,1.0,,,10a,Arbour Hill,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,,,,,,,,,,,,,,,,,,,
612703,1200005886,35001.0,A268081009,29,dublin,D07,28 primrose avenue dublin 7 d07 e0x8,0,28/07/2014,290000,53.356823,-6.271064,mid-terrace,49.543997999999995,,,,2.0,,,Primrose Avenue,Inns Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 A562,Ireland,ie,,,,,,,,,,,,,,,,,,,
934571,1200011891,35001.0,A268002010,29,dublin,D07,apartment 29 brunswick court brunswick street north dublin 7 d07 kn29,0,15/09/2016,176211,53.3507,-6.280876999999999,multi-family,,,,1.0,,,,Stanley Street,Arran Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,,,,Stoneybatter,,,,,,,,,,,,,,,
202889,1200015454,4009.0,A267099029,27,dublin,D13,apartment 21 greenview seabrook manor station road portmarnock co. dublin d13 a5f2,0,05/07/2017,295000,53.419495,-6.1522239999999995,multi-family,,,2003.0,1.0,,,,,Malahide ED,,,County Dublin,Leinster,13,Ireland,ie,Portmarnock,Portmarnock,Fingal,,,Seabrook Manor,,,,,,,,,,,,,
446497,1200013384,35001.0,A268005001,29,dublin,D07,10 ard righ place dublin 7 d07 w7k6,0,08/04/2014,258000,53.350361,-6.2858220000000005,mid-terrace,45.273253000000004,,,2.0,,,,Ard Righ Place,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 WF44,Ireland,ie,Grangegorman West,,,,,Oxmantown,,Arbour Hill Cemetery,,,,,,,,,,,
926375,1200014257,35001.0,A268115018,29,dublin,D04,36 lansdowne park dublin 4 d04 x8y1,0,08/07/2014,630000,53.3343,-6.23424,end-terrace,67.851203,119.58,1930.0,2.0,4.0,,36,Lansdowne Park,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 CX95,Ireland,ie,Baggotrath East,,,,,,,,,,,,,,,,,,
828445,1200009765,35001.0,A267045001,28,dublin,D14,apartment 1 orwell court braemor road dublin 14 d14 dt04,0,27/04/2012,190000,53.302616,-6.266064,multi-family,,78.35,1980.0,1.0,,,,Orwell Court,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,1 - 8,,,,,,,,,,
184811,1200011891,35001.0,A268002015,29,dublin,D07,apartment 89 the richmond brunswick street north dublin 7 d07 y314,0,05/02/2015,125000,53.35115699999999,-6.277891,multi-family,,55.65,1996.0,1.0,2.0,1.0,,The Richmond,Arran Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D07 XN29,Ireland,ie,,,,Grangegorman,,,,,D7 Educate Together National School,,,,,,,,,,
1246159,1200007199,35001.0,A268115003,29,dublin,D04,80 south lotts road dublin 4 d04 rf20,0,27/03/2012,320000,53.340543999999994,-6.232241999999999,end-terrace,48.243127,93.68,1910.0,3.0,3.0,2.0,80,South Lotts Road,Pembroke West A ED,,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,South Lots,,,,,,,,,,,,,,,,,,
838839,1200009698,35001.0,A268003016,29,dublin,D07,apartment 66 collins square benburb street dublin 7 d07 dx97,0,27/08/2019,348000,53.347846,-6.284682,multi-family,,62.82,2001.0,1.0,2.0,2.0,,Benburb Street,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 Y683,Ireland,ie,,,,,,,,,Collins Square,,,,,,,,,,
438722,1200009284,35001.0,A268117002,29,dublin,D04,68 haddington road dublin 4 d04 e9p0,0,30/06/2016,1425000,53.33603000000001,-6.239251,mid-terrace,73.539888,,,3.0,,,68,Haddington Road,Pembroke West C ED,Dublin,Dublin 4,County Dublin,Leinster,D04 WV00,Ireland,ie,Baggotrath North,,,,,,,,,,,,,,,,,,
1821327,1200010195,35001.0,A268115017,29,dublin,D04,13 northumberland court northumberland road dublin 4 d04 w1x7,0,01/09/2016,505000,53.33713,-6.238773,end-terrace,50.628052000000004,80.0,2000.0,2.0,2.0,,,Northumberland Court,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D02 TN83,Ireland,ie,Baggotrath North,,,,,Northumberland Court,,,,,,,,,,,,,
1372155,1200008423,35001.0,A268143013,29,dublin,D04,apartment 146 the berkeley block pembroke square grand canal street upper dublin 4 d04 x299,0,26/06/2015,365000,53.338529,-6.237585,multi-family,,61.95,1997.0,1.0,,,"1,2",Barrow Street,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,Pembroke Square,,,,,,,,,,
1852557,1200005769,35001.0,A268143014,29,dublin,D04,apartment 17 the dock mill grand mill quay barrow street dublin 4 d04 yy97,0,25/08/2016,255000,53.340506000000005,-6.236936,multi-family,,,,1.0,,,,Barrow Street,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,The Dock Mill,,,,,,,,,,
295007,1200014072,35001.0,A267018004,28,dublin,A94,16 alma road monkstown blackrock co. dublin a94 w954,0,03/05/2013,1595000,53.296881000000006,-6.165799,semi-dend-terraceached,158.025317,297.0,1890.0,3.0,,,16,Alma Road,Blackrock-Seapoint ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Seapoint or Templehill,Blackrock,,,,,,,,,,,,,,
359908,1200008423,35001.0,A268143013,29,dublin,D04,apartment 163 the berkeley block pembroke square grand canal street upper dublin 4 d04 n671,0,20/08/2012,205000,53.338529,-6.237585,multi-family,,70.17,1997.0,1.0,,,"1,2",Barrow Street,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,Pembroke Square,,,,,,,,,,
1132453,1200010222,35001.0,A267096009,28,dublin,A96,7 oakdene ballinclea road killiney co. dublin a96 p2w7,0,06/07/2019,785000,53.268795,-6.125198999999999,dend-terraceached,113.47482,210.96,1978.0,2.0,5.0,,7,Oakdene,Killiney North ED,,,County Dublin,Leinster,SW17 7EG,Ireland,ie,Ballinclea,Killiney,Dún Laoghaire-Rathdown,,,Oakdene,,,,,,,,,,,,,
120081,1200011891,35001.0,A268002016,29,dublin,D07,apartment 60 the red mill 64-69 brunswick street north dublin 7 d07 ek81,0,30/04/2019,250000,53.350365000000004,-6.277939,multi-family,,,,1.0,,,69,Brunswick Street North,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 XN29,Ireland,ie,,,,,,,,,The Red Mill,,,,,,,,,,
1319348,1200013386,35001.0,A268082004,29,dublin,D07,apartment 51 the old distillery anne street north dublin 7 d07 xw98,0,24/10/2018,247000,53.349222999999995,-6.273251,multi-family,,,1995.0,1.0,1.0,,41,Beresford Street,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 RR82,Ireland,ie,,,,,,,,,,,,,,,,,,,
947061,1200020520,35007.0,A257081017,25,wicklow,A98,30 headlands putland road bray co. wicklow a98 kn63,0,11/02/2016,390000,53.193761,-6.099039,mid-terrace,67.127461,143.05,2002.0,3.0,3.0,2.0,,The Headlands,Bray No 2,,,County Wicklow,Leinster,A98 XW24,Ireland,ie,Newcourt,,,,,The Headlands,,,,,,,The Municipal District of Bray,,,,,,
110708,1200042150,35001.0,A267139001,26,dublin,D24,apartment 67 new bancroft hall greenhills road extension dublin 24 d24 vx43,1,30/03/2010,190970,53.287775,-6.357705999999999,multi-family,,76.0,2008.0,1.0,,,,Greenhills Road Extension,Tallaght-Glenview ED,,Dublin 24,County Dublin,Leinster,D24 KP02,Ireland,ie,Tallaght,,South Dublin,,,,,New Bancroft Residental Parking,,,,,,,,,,,
1916576,1200012315,35001.0,A268115006,29,dublin,D04,apartment 29 shelbourne village ringsend road dublin 4 d04 ey20,0,25/06/2019,359000,53.34186999999999,-6.235581,multi-family,,,1992.0,1.0,2.0,,,Ringsend Road,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,South Lots,,,,,,,,Shelbourne Village,,,,,,,,,,
20396,1200007721,35001.0,A267144003,26,dublin,D24,48 westpark tallaght dublin 24 d24 rrx8,0,16/06/2017,261000,53.286597,-6.363407,semi-dend-terraceached,49.993893,,,,3.0,1.0,,,Tallaght-Kingswood ED,,Dublin 24,County Dublin,Leinster,DUBLIN 24,Ireland,ie,Tallaght,,South Dublin,,,Westpark,,,,,,,,,,,,,
1201259,1200004290,35001.0,A267045001,28,dublin,D14,29 braemor park dublin 14 d14 f768,0,31/01/2013,818000,53.30366,-6.265781,semi-dend-terraceached,124.11678700000002,196.0,1980.0,2.0,,,29,Braemor Park,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
1429699,1200009284,35001.0,A268117001,29,dublin,D04,apartment 16 38 haddington road dublin 4 d04 xt51,0,05/03/2015,418000,53.335533,-6.241034,multi-family,,70.96,1981.0,1.0,2.0,2.0,40,Haddington Road,Pembroke West C ED,Dublin,Dublin 4,County Dublin,Leinster,D04 WV00,Ireland,ie,Baggotrath North,,,,,,,,,,,,,,,,,,
1597227,1200038451,35001.0,A267017001,28,dublin,A94,23 brooklawn avenue blackrock co. dublin a94 e802,0,28/02/2014,291050,53.291938,-6.168724,end-terrace,,64.7,1986.0,2.0,,,23,Brooklawn Avenue,Blackrock-Templehill ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Stradbrook,Blackrock,,,,,,,,,,,,,,
1199904,1200012315,35001.0,A268143028,29,dublin,D04,apartment 5 shelbourne wharf ringsend road dublin 4 d04 hp66,0,28/09/2017,300000,53.341922,-6.232241,multi-family,,,2007.0,1.0,2.0,,,Ringsend Road,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,South Lots,,,,,,,,South Dock,,,,,,,,,,
841324,1200010511,35001.0,A268003018,29,dublin,D07,apartment 207 blackhall court dublin 7 d07 hn35,0,07/12/2015,223000,53.349378,-6.282591,multi-family,,55.61,1994.0,1.0,2.0,,,Blackhall Court,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,,,,,,,,,,,,,,,,,,,
728415,1200009600,35001.0,A268081002,29,dublin,D07,28 saint joseph's place dorset street upper dublin 7 d07 n6k8,0,26/07/2019,320000,53.356839,-6.2664480000000005,end-terrace,,70.0,,,2.0,1.0,12,Blessington Street,Inns Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D01 W2C9,Ireland,ie,,,,,,,,,,,,,,,,,,,
1139912,1200000645,35001.0,A267145011,26,dublin,D24,61 mountain park dublin 24 d24 f2vn,0,14/10/2013,162000,53.284257999999994,-6.356733,semi-dend-terraceached,57.847275,,,,,,52,Mountain Park,Tallaght-Millbrook ED,,Dublin 24,County Dublin,Leinster,D24 DR44,Ireland,ie,Tallaght,,South Dublin,,,Mountain Park,,,,,,,,,,,,,
1337040,1200010893,35001.0,A268005007,29,dublin,D07,17 harold road dublin 7 d07 v2w5,0,31/07/2019,340000,53.352043,-6.28751,mid-terrace,,60.56,1900.0,2.0,,,,Harold Road,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 DXT8,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
234845,1200006026,35001.0,A267139003,26,dublin,D24,apartment 13 moynihan court main road tallaght dublin 24 d24 ny74,0,04/03/2019,167000,53.287937,-6.35117,multi-family,,,,1.0,,,,Moynihan Court,Tallaght-Glenview ED,,Dublin 24,County Dublin,Leinster,D24 KW58,Ireland,ie,Tallaght,,South Dublin,,,Glenview Park,,,,,,,,,,,,,
1147486,1200017146,35001.0,A267145007,26,dublin,D24,66 the drive millbrook lawns dublin 24 d24 e9rw,0,19/08/2016,225000,53.283041000000004,-6.357559999999999,end-terrace,64.138924,101.18,1969.0,2.0,4.0,2.0,66,The Drive,Tallaght-Millbrook ED,,Dublin 24,County Dublin,Leinster,D24 DR44,Ireland,ie,Oldbawn,,South Dublin,,,Millbrook Lawns,,,,,,,,,,,,,
1079579,1200010222,35001.0,A267096010,28,dublin,A96,2 roxboro close killiney co. dublin a96 c2y4,0,20/06/2013,68000,53.269065000000005,-6.124109,semi-dend-terraceached,80.78628499999999,,,,,,2,Oakdene,Dalkey-Avondale ED,,,County Dublin,Leinster,SW17 7EG,Ireland,ie,Ballinclea,Killiney,Dún Laoghaire-Rathdown,,,,,,,,,,,,,,,,
1147669,1200009765,35001.0,A267045004,28,dublin,D14,98 braemor road dublin 14 d14 ve44,0,25/03/2013,451000,53.300077,-6.261426,semi-dend-terraceached,112.050106,176.1,1951.0,3.0,,,98,Braemor Road,Churchtown-Landscape ED,,Dublin 14,County Dublin,Leinster,D14 X654,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Little,,,,,,,,,,,,,,,
987421,1200005097,35001.0,A268115021,29,dublin,D04,2 havelock square dublin 4 d04 w710,0,12/07/2013,565000,53.336604,-6.229229,mid-terrace,77.971114,111.34,2002.0,2.0,4.0,,,Havelock Terrace,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 CX95,Ireland,ie,Beggarsbush,,,,,,,,,,,,,,,,,,
204253,1200011699,35001.0,A268003019,29,dublin,D07,apartment 61 clifden court ellis quay dublin 7 d07 c599,0,01/06/2018,305000,53.347018000000006,-6.282906,multi-family,,61.01,1994.0,1.0,2.0,2.0,,Ellis Quay,Arran Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D08 R596,Ireland,ie,,,,,,,,,Clifden Court,,,,,,,,,,
1528271,1200008147,35001.0,A267017004,28,dublin,A94,16 shandon park monkstown blackrock co. dublin a94 yh31,0,12/07/2019,600000,53.294771,-6.166767,semi-dend-terraceached,104.039675,99.0,,,2.0,1.0,16,Shandon Park,Blackrock-Seapoint ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Montpelier,Blackrock,,,,,,,,,,,,,,
774251,1200031986,35001.0,A268081004,29,dublin,D07,23 geraldine street dublin 7 d07 x0h2,0,15/07/2014,263300,53.357638,-6.269829,end-terrace,124.050348,115.18,1930.0,2.0,4.0,,42,Blessington Street,Inns Quay B ED,Dublin,Dublin 7,County Dublin,Leinster,D01 W2C9,Ireland,ie,,,,,,,,,,,,,,,,,,,
1063904,1200009780,35001.0,A268082002,29,dublin,D07,apartment 23 temple court dominick street upper dublin 7 d07 e036,0,22/08/2019,225000,53.354057999999995,-6.271392,multi-family,,,1950.0,1.0,,,11,Temple Cottages,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D01 HH34,Ireland,ie,,,,,,,,,,,,,,,,,,,
1935209,1200006639,35007.0,A257081021,25,wicklow,A98,6 raheen lawn bray co. wicklow a98 w4c4,0,02/10/2015,350000,53.194166,-6.093666000000001,bungalow,149.651983,228.63,1978.0,2.0,,,38,Raheen Park,Bray No 2,,,County Wicklow,Leinster,A98 XW24,Ireland,ie,Newcourt,,,,,,,,,,,,The Municipal District of Bray,,,,,,
433060,1200012804,35001.0,A268003003,29,dublin,D07,58 smithfield loft king street north dublin 7 d07 ndw4,0,01/02/2018,206390,53.349664000000004,-6.27538,terraced,,78.3,1999.0,2.0,2.0,,,Nicholas Avenue,Inns Quay C ED,Dublin,Dublin 7,County Dublin,Leinster,D07 XN29,Ireland,ie,,,,,,,,,,,,,,,,,,,
225794,1200005097,35001.0,A268115022,29,dublin,D04,23 havelock square dublin 4 d04 e0v1,0,10/08/2017,810000,53.335887,-6.230112,mid-terrace,83.689515,141.77,1900.0,2.0,5.0,,,Havelock Square,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 CX95,Ireland,ie,Beggarsbush,,,,,,,,,,,,,,,,,,
50147,1200010893,35001.0,A268005007,29,dublin,D07,53 harold road dublin 7 d07 x4p0,0,22/09/2015,215000,53.352045999999994,-6.2872069999999995,mid-terrace,,,,2.0,2.0,,,Harold Road,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 DXT8,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
1060739,1200006026,35001.0,A267139003,26,dublin,D24,apartment 69 moynihan court main road tallaght dublin 24 d24 y097,0,08/04/2016,70000,53.288416000000005,-6.350598000000001,multi-family,,53.7,1999.0,1.0,2.0,,,Moynihan Court,Tallaght-Glenview ED,,Dublin 24,County Dublin,Leinster,D24 Y201,Ireland,ie,Tallaght,,South Dublin,,,Glenview Park,,,,,,,,,,,,,
1574003,1200011086,35001.0,A267136007,26,dublin,D24,79 homelawn road dublin 24 d24 k5dr,0,21/12/2012,95000,53.284046999999994,-6.351447,mid-terrace,53.000682,79.56,1971.0,2.0,2.0,,80,Homelawn Road,Tallaght-Millbrook ED,,Dublin 24,County Dublin,Leinster,D24 W265,Ireland,ie,Tallaght,,South Dublin,,,Homelawn,,,,,,,,,,,,,
972944,1200011340,35001.0,A267117006,26,dublin,D14,75 dodder road lower dublin 14 d14 wc03,0,08/01/2013,402000,53.304343,-6.27334,dend-terraceached,82.525405,132.8,1960.0,2.0,3.0,,75,Lower Dodder Road,Rathfarnham Village ED,,Dublin 14,County Dublin,Leinster,D06 K767,Ireland,ie,,,Dún Laoghaire-Rathdown,Rathfarnham,,,,,,,,,,,,,,,
58614,1200003648,35001.0,A268115016,29,dublin,D04,36 cranmer place cranmer lane dublin 4 d04 h971,0,27/11/2015,472500,53.337474,-6.237677,multi-family,,,2003.0,1.0,,,15,Cranmer Place,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,DO4 PF51,Ireland,ie,Baggotrath North,,,,,,,,,,,,,,,,,,
790228,1200000258,35001.0,A267017013,28,dublin,A94,57 the beeches monkstown valley monkstown blackrock co. dublin a94 y7d8,0,01/05/2013,281000,53.291455000000006,-6.160596,mid-terrace,,,,2.0,,,56,The Beeches,Blackrock-Monkstown ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,Monkstown,,Dún Laoghaire-Rathdown,,Blackrock,Monkstown Valley,,,,,,,,,,,,,
945423,1200007225,35001.0,A268030007,29,dublin,D07,apartment 35 saint peters square phibsborough road dublin 7 d07 wn34,0,28/01/2015,164000,53.36148000000001,-6.271891,multi-family,,,1985.0,1.0,,,,Saint Peter's Square,Cabra East A ED,Dublin,Dublin 7,County Dublin,Leinster,D07 R26N,Ireland,ie,Crossguns South,,,,,,,,,,,,,,,,,,
1863138,1200000897,35001.0,A267017002,28,dublin,A94,brooklawn cottage stradbrook road blackrock co. dublin a94 f6r9,0,08/12/2010,391250,53.29088,-6.166823,bungalow,114.266682,105.8,1989.0,1.0,,,,Stradbrook Road,Blackrock-Stradbrook ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Stradbrook,Blackrock,,,,,,,,,,,,,,
1406434,1200014881,35001.0,A267023002,28,dublin,A94,91 rowanbyrn deansgrange blackrock co. dublin a94 hw56,0,14/05/2013,455000,53.289053,-6.169022,dend-terraceached,78.761517,113.38,1980.0,2.0,3.0,,90,Rowanbyrn,Blackrock-Newpark ED,,,County Dublin,Leinster,A94 PC95,Ireland,ie,,,Dún Laoghaire-Rathdown,Newtown Castlebyrn,Blackrock,Rowanbyrn,,,,,,,,,,,,,
676425,1200012315,35001.0,A268143029,29,dublin,D04,apartment 127 the jessop charlotte quay dock ringsend road dublin 4 d04 y771,0,28/09/2015,390000,53.342428000000005,-6.236525,multi-family,,81.1,1998.0,1.0,,,,Ringsend Road,South Dock ED,Dublin,Dublin 4,County Dublin,Leinster,D04 TR29,Ireland,ie,South Lots,,,,,,,,The George,,,,,,,,,,
64748,1200012315,35001.0,A268143028,29,dublin,D04,apartment 4 shelbourne wharf ringsend road dublin 4 d04 xv97,0,07/04/2014,220500,53.341922,-6.232241,multi-family,,,2007.0,1.0,1.0,,,Ringsend Road,Pembroke West A ED,Dublin,Dublin 4,County Dublin,Leinster,D04 K743,Ireland,ie,South Lots,,,,,,,,South Dock,,,,,,,,,,
469527,1200010850,35001.0,A268005005,29,dublin,D07,12 manor place dublin 7 d07 trt2,0,12/12/2017,440000,53.351751,-6.285487,mid-terrace,53.679214,91.27,1900.0,2.0,3.0,,55a,Manor Place,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 WF44,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,Computer Clinic,,,
1352455,1200007833,35001.0,A268005002,29,dublin,D07,46 viking road dublin 7 d07 p9w0,0,14/07/2015,220000,53.350970999999994,-6.2852,mid-terrace,,45.2,1899.0,2.0,,,,Viking Road,Arran Quay E ED,Dublin,Dublin 7,County Dublin,Leinster,D07 E98Y,Ireland,ie,Grangegorman West,,,,,Oxmantown,,,,,,,,,,,,,
766745,1200007180,35001.0,A268080009,29,dublin,D07,24 valentia parade dublin 7 d07 yr22,0,26/02/2014,132500,53.360806999999994,-6.2631760000000005,mid-terrace,44.694477,67.18,1890.0,2.0,2.0,,,Valentia Parade,Inns Quay A ED,Dublin,Dublin 7,County Dublin,Leinster,D01 C2F6,Ireland,ie,Clonliff South,,,,,,,,,,,,,,,,,,
